server,spec_id,bucket_timestamp,bucket_str,rmb_per_wan,trading_volume,fetched_at
云樱岛,324997,1786960800000,2026-08-17 18,5.343,141,2026-08-18T06:55:39.020Z
云樱岛,324997,1786964400000,2026-08-17 19,5.378,388,2026-08-18T11:32:16.762Z
云樱岛,324997,1786968000000,2026-08-17 20,5.4,208,2026-08-18T12:59:22.702Z
云樱岛,324997,1786971600000,2026-08-17 21,5.299,30,2026-08-18T12:59:22.702Z
云樱岛,324997,1786975200000,2026-08-17 22,5.268,367,2026-08-18T14:40:56.898Z
云樱岛,324997,1786978800000,2026-08-17 23,5.287,1007,2026-08-18T14:40:56.898Z
云樱岛,324997,1786982400000,2026-08-18 00,5.201,52,2026-08-18T14:40:56.898Z
云樱岛,324997,1786986000000,2026-08-18 01,5.3,67,2026-08-18T17:37:59.781Z
云樱岛,324997,1786989600000,2026-08-18 02,5.386,185,2026-08-18T18:51:43.707Z
云樱岛,324997,1786995216965,2026-08-18 03,5.209,0,2026-08-18T19:33:27.017Z
云樱岛,324997,1786996800000,2026-08-18 04,5.209,52,2026-08-18T20:31:56.685Z
云樱岛,324997,1787002272663,2026-08-18 05,5.209,0,2026-08-18T21:31:03.145Z
云樱岛,324997,1787004000000,2026-08-18 06,5.209,0,2026-08-18T21:31:03.145Z
云樱岛,324997,1787007600000,2026-08-18 07,5.209,0,2026-08-18T21:31:03.145Z
云樱岛,324997,1787011200000,2026-08-18 08,5.209,0,2026-08-18T21:31:03.145Z
云樱岛,324997,1787014800000,2026-08-18 09,5.209,0,2026-08-18T21:31:03.145Z
云樱岛,324997,1787018400000,2026-08-18 10,5.209,33,2026-08-18T21:31:03.145Z
云樱岛,324997,1787022000000,2026-08-18 11,5.209,0,2026-08-18T21:31:03.145Z
云樱岛,324997,1787025600000,2026-08-18 12,5.327,921,2026-08-19T04:44:23.544Z
云樱岛,324997,1787029200000,2026-08-18 13,4.832,483,2026-08-19T04:44:23.544Z
云樱岛,324997,1787032800000,2026-08-18 14,5.314,345,2026-08-19T06:58:01.189Z
云樱岛,324997,1787036400000,2026-08-18 15,5.3,240,2026-08-19T06:58:01.189Z
云樱岛,324997,1787040000000,2026-08-18 16,5.279,723,2026-08-19T06:58:01.189Z
云樱岛,324997,1787043600000,2026-08-18 17,5.302,350,2026-08-19T09:41:05.100Z
云樱岛,324997,1787047200000,2026-08-18 18,5.364,298,2026-08-19T10:37:26.793Z
云樱岛,324997,1787050800000,2026-08-18 19,5.263,119,2026-08-19T11:31:54.774Z
云樱岛,324997,1787054400000,2026-08-18 20,5.397,100,2026-08-19T11:31:54.774Z
云樱岛,324997,1787058000000,2026-08-18 21,5.372,344,2026-08-19T13:50:27.278Z
云樱岛,324997,1787061600000,2026-08-18 22,5.318,710,2026-08-19T14:41:19.550Z
云樱岛,324997,1787065200000,2026-08-18 23,5.274,298,2026-08-19T14:41:19.550Z
云樱岛,324997,1787068800000,2026-08-19 00,5.272,461,2026-08-19T14:41:19.550Z
云樱岛,324997,1787072400000,2026-08-19 01,5.318,776,2026-08-19T17:33:08.544Z
云樱岛,324997,1787076000000,2026-08-19 02,5.318,0,2026-08-19T17:33:08.544Z
云樱岛,324997,1787081633039,2026-08-19 03,5.367,0,2026-08-19T19:33:44.606Z
云樱岛,324997,1787085541587,2026-08-19 04,5.367,0,2026-08-19T20:38:50.649Z
云樱岛,324997,1787086800000,2026-08-19 05,5.367,0,2026-08-19T20:38:50.649Z
云樱岛,324997,1787090400000,2026-08-19 06,5.367,50,2026-08-19T22:31:46.289Z
云樱岛,324997,1787094000000,2026-08-19 07,5.367,0,2026-08-19T22:31:46.289Z
云樱岛,324997,1787097600000,2026-08-19 08,5.367,0,2026-08-19T22:31:46.289Z
云樱岛,324997,1787101200000,2026-08-19 09,5.367,514,2026-08-19T22:31:46.289Z
云樱岛,324997,1787104800000,2026-08-19 10,5.367,0,2026-08-19T22:31:46.289Z
云樱岛,324997,1787108400000,2026-08-19 11,5.206,159,2026-08-20T03:54:05.618Z
云樱岛,324997,1787112000000,2026-08-19 12,5.258,929,2026-08-20T04:44:01.319Z
云樱岛,324997,1787115600000,2026-08-19 13,5.293,330,2026-08-20T05:37:37.960Z
云樱岛,324997,1787119200000,2026-08-19 14,5.27,775,2026-08-20T06:56:43.265Z
云樱岛,324997,1787122800000,2026-08-19 15,5.139,100,2026-08-20T06:56:43.265Z
云樱岛,324997,1787126400000,2026-08-19 16,5.239,142,2026-08-20T06:56:43.265Z
云樱岛,324997,1787130000000,2026-08-19 17,5.208,262,2026-08-20T09:41:59.590Z
云樱岛,324997,1787133600000,2026-08-19 18,5.218,205,2026-08-20T10:37:55.639Z
云樱岛,324997,1787137200000,2026-08-19 19,5.134,155,2026-08-20T10:37:55.639Z
云樱岛,324997,1787140800000,2026-08-19 20,5.134,0,2026-08-20T10:37:55.639Z
云樱岛,324997,1787144400000,2026-08-19 21,5.211,652,2026-08-20T13:53:01.692Z
云樱岛,324997,1787148000000,2026-08-19 22,5.249,1157,2026-08-20T14:42:43.646Z
云樱岛,324997,1787151600000,2026-08-19 23,5.243,965,2026-08-20T15:40:28.428Z
云樱岛,324997,1787155200000,2026-08-20 00,5.23,129,2026-08-20T16:42:19.374Z
云樱岛,324997,1787158800000,2026-08-20 01,5,40,2026-08-20T16:42:19.374Z
云樱岛,324997,1787162400000,2026-08-20 02,5.208,285,2026-08-20T18:50:38.717Z
云樱岛,324997,1787168233903,2026-08-20 03,5.269,0,2026-08-20T19:37:03.444Z
云樱岛,324997,1787169600000,2026-08-20 04,5.269,0,2026-08-20T19:37:03.444Z
云樱岛,324997,1787175293354,2026-08-20 05,5.269,0,2026-08-20T21:34:44.696Z
云樱岛,324997,1787178900978,2026-08-20 06,5.269,0,2026-08-20T22:34:52.319Z
云樱岛,324997,1787182369616,2026-08-20 07,5.269,0,2026-08-20T23:32:38.454Z
云樱岛,324997,1787184000000,2026-08-20 08,5.269,0,2026-08-20T23:32:38.454Z
云樱岛,324997,1787190399346,2026-08-20 09,5.269,0,2026-08-21T01:46:30.400Z
云樱岛,324997,1787191200000,2026-08-20 10,5.269,556,2026-08-21T01:46:30.400Z
云樱岛,324997,1787194800000,2026-08-20 11,5.191,134,2026-08-21T03:10:00.109Z
云樱岛,324997,1787198400000,2026-08-20 12,5.192,100,2026-08-21T03:10:00.109Z
云樱岛,324997,1787202000000,2026-08-20 13,5.252,77,2026-08-21T05:39:01.101Z
云樱岛,324997,1787205600000,2026-08-20 14,5.191,537,2026-08-21T06:58:14.067Z
云樱岛,324997,1787209200000,2026-08-20 15,5.171,66,2026-08-21T07:50:12.943Z
云樱岛,324997,1787212800000,2026-08-20 16,5.189,317,2026-08-21T07:50:12.943Z
云樱岛,324997,1787216400000,2026-08-20 17,5.195,146,2026-08-21T09:44:07.016Z
云樱岛,324997,1787220000000,2026-08-20 18,5.158,193,2026-08-21T10:37:20.066Z
云樱岛,324997,1787223600000,2026-08-20 19,5.175,1043,2026-08-21T10:37:20.066Z
云樱岛,324997,1787227200000,2026-08-20 20,5.176,854,2026-08-21T10:37:20.066Z
云樱岛,324997,1787230800000,2026-08-20 21,5.186,209,2026-08-21T13:51:25.515Z
云樱岛,324997,1787234400000,2026-08-20 22,5.162,640,2026-08-21T14:42:13.201Z
云樱岛,324997,1787238000000,2026-08-20 23,5.177,296,2026-08-21T15:40:51.686Z
云樱岛,324997,1787241600000,2026-08-21 00,5.18,269,2026-08-21T16:42:04.764Z
云樱岛,324997,1787245200000,2026-08-21 01,5.2,296,2026-08-21T17:35:43.193Z
云樱岛,324997,1787248800000,2026-08-21 02,5.021,225,2026-08-21T18:47:21.076Z
云樱岛,324997,1787252400000,2026-08-21 03,5.021,0,2026-08-21T18:47:21.076Z
云樱岛,324997,1787256000000,2026-08-21 04,5.021,0,2026-08-21T18:47:21.076Z
云樱岛,324997,1787261497413,2026-08-21 05,5.021,0,2026-08-21T21:31:27.063Z
云樱岛,324997,1787263200000,2026-08-21 06,5.021,0,2026-08-21T21:31:27.063Z
云樱岛,324997,1787266800000,2026-08-21 07,5.021,0,2026-08-21T21:31:27.063Z
云樱岛,324997,1787270400000,2026-08-21 08,5.021,131,2026-08-21T21:31:27.063Z
云樱岛,324997,1787274000000,2026-08-21 09,5.182,156,2026-08-21T21:31:27.063Z
云樱岛,324997,1787277600000,2026-08-21 10,5.211,141,2026-08-21T21:31:27.063Z
云樱岛,324997,1787281200000,2026-08-21 11,5,187,2026-08-21T21:31:27.063Z
云樱岛,324997,1787284800000,2026-08-21 12,4.959,464,2026-08-21T21:31:27.063Z
云樱岛,324997,1787288400000,2026-08-21 13,4.982,735,2026-08-21T21:31:27.063Z
云樱岛,324997,1787292000000,2026-08-21 14,5.119,3845,2026-08-21T21:31:27.063Z
云樱岛,324997,1787295600000,2026-08-21 15,4.881,86,2026-08-21T21:31:27.063Z
云樱岛,324997,1787299200000,2026-08-21 16,4.945,292,2026-08-21T21:31:27.063Z
云樱岛,324997,1787302800000,2026-08-21 17,4.971,273,2026-08-21T21:31:27.063Z
云樱岛,324997,1787306400000,2026-08-21 18,4.986,645,2026-08-21T21:31:27.063Z
云樱岛,324997,1787310000000,2026-08-21 19,5.01,573,2026-08-21T21:31:27.063Z
云樱岛,324997,1787313600000,2026-08-21 20,5.018,233,2026-08-21T21:31:27.063Z
云樱岛,324997,1787317200000,2026-08-21 21,4.996,420,2026-08-21T21:31:27.063Z
云樱岛,324997,1787320800000,2026-08-21 22,4.955,967,2026-08-21T21:31:27.063Z
云樱岛,324997,1787324400000,2026-08-21 23,4.932,545,2026-08-21T21:31:27.063Z
云樱岛,324997,1787328000000,2026-08-22 00,4.932,0,2026-08-21T21:31:27.063Z
云樱岛,324997,1787331600000,2026-08-22 01,4.951,102,2026-08-21T21:31:27.063Z
云樱岛,324997,1787335200000,2026-08-22 02,4.951,0,2026-08-21T21:31:27.063Z
云樱岛,324997,1787338800000,2026-08-22 03,4.951,0,2026-08-21T21:31:27.063Z
云樱岛,324997,1787342400000,2026-08-22 04,4.951,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1786622400000,2026-08-13 20,5.74,151,2026-08-14T12:57:51.217Z
桃花坞,324998,1786626000000,2026-08-13 21,4.193,171,2026-08-14T12:57:51.217Z
桃花坞,324998,1786629600000,2026-08-13 22,5.703,451,2026-08-14T14:18:33.217Z
桃花坞,324998,1786633200000,2026-08-13 23,5.666,152,2026-08-14T15:58:13.444Z
桃花坞,324998,1786636800000,2026-08-14 00,5.753,2244,2026-08-14T15:58:13.444Z
桃花坞,324998,1786640400000,2026-08-14 01,5.714,23,2026-08-14T17:57:19.000Z
桃花坞,324998,1786644000000,2026-08-14 02,5.714,0,2026-08-14T17:57:19.000Z
桃花坞,324998,1786647600000,2026-08-14 03,5.754,86,2026-08-14T19:52:14.355Z
桃花坞,324998,1786653451779,2026-08-14 04,5.65,0,2026-08-14T20:37:22.065Z
桃花坞,324998,1786656741839,2026-08-14 05,5.65,0,2026-08-14T21:32:12.396Z
桃花坞,324998,1786660265573,2026-08-14 06,5.65,0,2026-08-14T22:30:54.403Z
桃花坞,324998,1786662000000,2026-08-14 07,5.65,0,2026-08-14T22:30:54.403Z
桃花坞,324998,1786665600000,2026-08-14 08,5.65,39,2026-08-14T22:30:54.403Z
桃花坞,324998,1786669200000,2026-08-14 09,5.769,213,2026-08-14T22:30:54.403Z
桃花坞,324998,1786672800000,2026-08-14 10,5.65,293,2026-08-14T22:30:54.403Z
桃花坞,324998,1786676400000,2026-08-14 11,5.603,69,2026-08-15T03:46:22.767Z
桃花坞,324998,1786680000000,2026-08-14 12,5.51,138,2026-08-15T03:46:22.767Z
桃花坞,324998,1786683600000,2026-08-14 13,5.3,223,2026-08-15T05:31:46.542Z
桃花坞,324998,1786687200000,2026-08-14 14,5.421,69,2026-08-15T06:50:12.456Z
桃花坞,324998,1786690800000,2026-08-14 15,5.421,0,2026-08-15T06:50:12.456Z
桃花坞,324998,1786694400000,2026-08-14 16,5.584,386,2026-08-15T08:37:14.218Z
桃花坞,324998,1786698000000,2026-08-14 17,5.669,238,2026-08-15T09:32:44.357Z
桃花坞,324998,1786701600000,2026-08-14 18,5.642,127,2026-08-15T10:30:14.902Z
桃花坞,324998,1786705200000,2026-08-14 19,5.762,281,2026-08-15T10:30:14.902Z
桃花坞,324998,1786708800000,2026-08-14 20,5.678,199,2026-08-15T12:51:11.925Z
桃花坞,324998,1786712400000,2026-08-14 21,5.751,612,2026-08-15T13:36:28.211Z
桃花坞,324998,1786716000000,2026-08-14 22,5.789,449,2026-08-15T14:30:15.192Z
桃花坞,324998,1786719600000,2026-08-14 23,5.833,100,2026-08-15T15:28:40.183Z
桃花坞,324998,1786723200000,2026-08-15 00,5.833,0,2026-08-15T15:28:40.183Z
桃花坞,324998,1786726800000,2026-08-15 01,5.833,199,2026-08-15T17:27:23.182Z
桃花坞,324998,1786730400000,2026-08-15 02,5.833,0,2026-08-15T17:27:23.182Z
桃花坞,324998,1786734000000,2026-08-15 03,5.833,0,2026-08-15T17:27:23.182Z
桃花坞,324998,1786737600000,2026-08-15 04,5.833,0,2026-08-15T17:27:23.182Z
桃花坞,324998,1786741200000,2026-08-15 05,5.833,0,2026-08-15T17:27:23.182Z
桃花坞,324998,1786744800000,2026-08-15 06,5.952,450,2026-08-15T17:27:23.182Z
桃花坞,324998,1786750011898,2026-08-15 07,5.794,0,2026-08-15T23:26:42.346Z
桃花坞,324998,1786752000000,2026-08-15 08,5.794,0,2026-08-15T23:26:42.346Z
桃花坞,324998,1786755600000,2026-08-15 09,5.794,10,2026-08-16T01:47:21.843Z
桃花坞,324998,1786759200000,2026-08-15 10,5.794,178,2026-08-16T01:47:21.843Z
桃花坞,324998,1786762800000,2026-08-15 11,5.795,79,2026-08-16T01:47:21.843Z
桃花坞,324998,1786766400000,2026-08-15 12,5.776,137,2026-08-16T04:42:25.003Z
桃花坞,324998,1786770000000,2026-08-15 13,5.787,278,2026-08-16T05:34:50.194Z
桃花坞,324998,1786773600000,2026-08-15 14,5.819,293,2026-08-16T06:51:43.207Z
桃花坞,324998,1786777200000,2026-08-15 15,5.847,561,2026-08-16T07:37:37.425Z
桃花坞,324998,1786780800000,2026-08-15 16,5.895,383,2026-08-16T08:38:20.561Z
桃花坞,324998,1786784400000,2026-08-15 17,5.902,1048,2026-08-16T09:34:09.750Z
桃花坞,324998,1786788000000,2026-08-15 18,5.935,300,2026-08-16T10:30:23.501Z
桃花坞,324998,1786791600000,2026-08-15 19,5.935,210,2026-08-16T11:26:34.668Z
桃花坞,324998,1786795200000,2026-08-15 20,5.882,439,2026-08-16T12:52:26.806Z
桃花坞,324998,1786798800000,2026-08-15 21,5.888,494,2026-08-16T12:52:26.806Z
桃花坞,324998,1786802400000,2026-08-15 22,5.883,20,2026-08-16T14:30:31.192Z
桃花坞,324998,1786806000000,2026-08-15 23,5.917,662,2026-08-16T14:30:31.192Z
桃花坞,324998,1786809600000,2026-08-16 00,5.978,1214,2026-08-16T16:34:01.871Z
桃花坞,324998,1786813200000,2026-08-16 01,5.925,112,2026-08-16T16:34:01.871Z
桃花坞,324998,1786816800000,2026-08-16 02,5.907,144,2026-08-16T16:34:01.871Z
桃花坞,324998,1786820400000,2026-08-16 03,5.915,300,2026-08-16T19:26:22.801Z
桃花坞,324998,1786824000000,2026-08-16 04,5.915,200,2026-08-16T20:30:48.175Z
桃花坞,324998,1786827600000,2026-08-16 05,5.915,0,2026-08-16T20:30:48.175Z
桃花坞,324998,1786831200000,2026-08-16 06,5.915,94,2026-08-16T22:28:31.195Z
桃花坞,324998,1786834800000,2026-08-16 07,5.915,576,2026-08-16T22:28:31.195Z
桃花坞,324998,1786838400000,2026-08-16 08,5.953,480,2026-08-16T22:28:31.195Z
桃花坞,324998,1786842000000,2026-08-16 09,5.917,43,2026-08-17T01:45:37.141Z
桃花坞,324998,1786845600000,2026-08-16 10,5.921,70,2026-08-17T01:45:37.141Z
桃花坞,324998,1786849200000,2026-08-16 11,5.843,373,2026-08-17T01:45:37.141Z
桃花坞,324998,1786852800000,2026-08-16 12,5.874,304,2026-08-17T04:51:28.604Z
桃花坞,324998,1786856400000,2026-08-16 13,5.841,203,2026-08-17T04:51:28.604Z
桃花坞,324998,1786860000000,2026-08-16 14,5.787,1039,2026-08-17T04:51:28.604Z
桃花坞,324998,1786863600000,2026-08-16 15,5.821,1049,2026-08-17T07:08:32.325Z
桃花坞,324998,1786867200000,2026-08-16 16,5.741,92,2026-08-17T07:08:32.325Z
桃花坞,324998,1786870800000,2026-08-16 17,5.767,327,2026-08-17T09:50:55.698Z
桃花坞,324998,1786874400000,2026-08-16 18,5.573,177,2026-08-17T09:50:55.698Z
桃花坞,324998,1786878000000,2026-08-16 19,5.653,536,2026-08-17T11:32:32.497Z
桃花坞,324998,1786881600000,2026-08-16 20,5.678,143,2026-08-17T12:57:12.908Z
桃花坞,324998,1786885200000,2026-08-16 21,5.556,561,2026-08-17T13:44:49.386Z
桃花坞,324998,1786888800000,2026-08-16 22,5.543,263,2026-08-17T13:44:49.386Z
桃花坞,324998,1786892400000,2026-08-16 23,5.492,487,2026-08-17T15:32:01.591Z
桃花坞,324998,1786896000000,2026-08-17 00,5.481,508,2026-08-17T16:35:33.344Z
桃花坞,324998,1786899600000,2026-08-17 01,5.481,0,2026-08-17T16:35:33.344Z
桃花坞,324998,1786906202254,2026-08-17 02,5.59,0,2026-08-17T18:49:49.813Z
桃花坞,324998,1786906800000,2026-08-17 03,5.59,500,2026-08-17T19:33:51.073Z
桃花坞,324998,1786910400000,2026-08-17 04,5.59,550,2026-08-17T19:33:51.073Z
桃花坞,324998,1786914000000,2026-08-17 05,5.59,0,2026-08-17T19:33:51.073Z
桃花坞,324998,1786919488843,2026-08-17 06,5.203,0,2026-08-17T22:31:19.375Z
桃花坞,324998,1786922972991,2026-08-17 07,5.203,0,2026-08-17T23:29:09.756Z
桃花坞,324998,1786924800000,2026-08-17 08,5.203,0,2026-08-17T23:29:09.756Z
桃花坞,324998,1786928400000,2026-08-17 09,5.203,60,2026-08-17T23:29:09.756Z
桃花坞,324998,1786932000000,2026-08-17 10,4.652,41,2026-08-17T23:29:09.756Z
桃花坞,324998,1786935600000,2026-08-17 11,5.297,100,2026-08-18T03:52:07.029Z
桃花坞,324998,1786939200000,2026-08-17 12,5.149,190,2026-08-18T03:52:07.029Z
桃花坞,324998,1786942800000,2026-08-17 13,5.189,15,2026-08-18T05:38:44.412Z
桃花坞,324998,1786946400000,2026-08-17 14,5.189,205,2026-08-18T06:55:39.020Z
桃花坞,324998,1786950000000,2026-08-17 15,5.192,626,2026-08-18T06:55:39.020Z
桃花坞,324998,1786953600000,2026-08-17 16,5.251,306,2026-08-18T06:55:39.020Z
桃花坞,324998,1786957200000,2026-08-17 17,5.38,271,2026-08-18T06:55:39.020Z
桃花坞,324998,1786960800000,2026-08-17 18,5.368,620,2026-08-18T06:55:39.020Z
桃花坞,324998,1786964400000,2026-08-17 19,5.433,599,2026-08-18T11:32:16.762Z
桃花坞,324998,1786968000000,2026-08-17 20,5.501,30,2026-08-18T12:59:22.702Z
桃花坞,324998,1786971600000,2026-08-17 21,5.429,366,2026-08-18T12:59:22.702Z
桃花坞,324998,1786975200000,2026-08-17 22,5.299,136,2026-08-18T14:40:56.898Z
桃花坞,324998,1786978800000,2026-08-17 23,5.165,90,2026-08-18T14:40:56.898Z
桃花坞,324998,1786982400000,2026-08-18 00,5.291,492,2026-08-18T14:40:56.898Z
桃花坞,324998,1786986000000,2026-08-18 01,5.291,65,2026-08-18T17:37:59.781Z
桃花坞,324998,1786992713080,2026-08-18 02,5.193,0,2026-08-18T18:51:43.707Z
桃花坞,324998,1786993200000,2026-08-18 03,5.193,82,2026-08-18T19:33:27.017Z
桃花坞,324998,1786998728611,2026-08-18 04,5.193,0,2026-08-18T20:31:56.685Z
桃花坞,324998,1787002273342,2026-08-18 05,5.193,0,2026-08-18T21:31:03.145Z
桃花坞,324998,1787004000000,2026-08-18 06,5.193,0,2026-08-18T21:31:03.145Z
桃花坞,324998,1787007600000,2026-08-18 07,5.193,0,2026-08-18T21:31:03.145Z
桃花坞,324998,1787011200000,2026-08-18 08,5.193,17,2026-08-18T21:31:03.145Z
桃花坞,324998,1787014800000,2026-08-18 09,5.193,0,2026-08-18T21:31:03.145Z
桃花坞,324998,1787018400000,2026-08-18 10,5.334,1016,2026-08-18T21:31:03.145Z
桃花坞,324998,1787022000000,2026-08-18 11,5.334,0,2026-08-18T21:31:03.145Z
桃花坞,324998,1787025600000,2026-08-18 12,5.385,271,2026-08-19T04:44:23.544Z
桃花坞,324998,1787029200000,2026-08-18 13,5.327,210,2026-08-19T04:44:23.544Z
桃花坞,324998,1787032800000,2026-08-18 14,5.286,252,2026-08-19T06:58:01.189Z
桃花坞,324998,1787036400000,2026-08-18 15,5.263,170,2026-08-19T06:58:01.189Z
桃花坞,324998,1787040000000,2026-08-18 16,5.272,45,2026-08-19T06:58:01.189Z
桃花坞,324998,1787043600000,2026-08-18 17,5.319,118,2026-08-19T09:41:05.100Z
桃花坞,324998,1787047200000,2026-08-18 18,5.299,183,2026-08-19T10:37:26.793Z
桃花坞,324998,1787050800000,2026-08-18 19,5.346,145,2026-08-19T11:31:54.774Z
桃花坞,324998,1787054400000,2026-08-18 20,5.346,0,2026-08-19T11:31:54.774Z
桃花坞,324998,1787058000000,2026-08-18 21,5.277,150,2026-08-19T13:50:27.278Z
桃花坞,324998,1787061600000,2026-08-18 22,5.277,972,2026-08-19T14:41:19.550Z
桃花坞,324998,1787065200000,2026-08-18 23,5.264,310,2026-08-19T14:41:19.550Z
桃花坞,324998,1787068800000,2026-08-19 00,5.259,48,2026-08-19T14:41:19.550Z
桃花坞,324998,1787074399515,2026-08-19 01,5.247,0,2026-08-19T17:33:08.544Z
桃花坞,324998,1787076000000,2026-08-19 02,5.247,0,2026-08-19T17:33:08.544Z
桃花坞,324998,1787079600000,2026-08-19 03,5.247,10,2026-08-19T19:33:44.606Z
桃花坞,324998,1787085542334,2026-08-19 04,5.247,0,2026-08-19T20:38:50.649Z
桃花坞,324998,1787086800000,2026-08-19 05,5.247,0,2026-08-19T20:38:50.649Z
桃花坞,324998,1787092316735,2026-08-19 06,5.247,0,2026-08-19T22:31:46.289Z
桃花坞,324998,1787094000000,2026-08-19 07,5.247,0,2026-08-19T22:31:46.289Z
桃花坞,324998,1787097600000,2026-08-19 08,5.247,0,2026-08-19T22:31:46.289Z
桃花坞,324998,1787101200000,2026-08-19 09,5.247,0,2026-08-19T22:31:46.289Z
桃花坞,324998,1787104800000,2026-08-19 10,5.247,0,2026-08-19T22:31:46.289Z
桃花坞,324998,1787108400000,2026-08-19 11,5.247,327,2026-08-20T03:54:05.618Z
桃花坞,324998,1787112000000,2026-08-19 12,5.277,449,2026-08-20T04:44:01.319Z
桃花坞,324998,1787115600000,2026-08-19 13,5.25,302,2026-08-20T05:37:37.960Z
桃花坞,324998,1787119200000,2026-08-19 14,5.026,25,2026-08-20T06:56:43.265Z
桃花坞,324998,1787122800000,2026-08-19 15,5.124,150,2026-08-20T06:56:43.265Z
桃花坞,324998,1787126400000,2026-08-19 16,5.24,239,2026-08-20T06:56:43.265Z
桃花坞,324998,1787130000000,2026-08-19 17,5.169,244,2026-08-20T09:41:59.590Z
桃花坞,324998,1787133600000,2026-08-19 18,5.203,93,2026-08-20T10:37:55.639Z
桃花坞,324998,1787137200000,2026-08-19 19,5.237,368,2026-08-20T10:37:55.639Z
桃花坞,324998,1787140800000,2026-08-19 20,5.222,41,2026-08-20T10:37:55.639Z
桃花坞,324998,1787144400000,2026-08-19 21,5.286,625,2026-08-20T13:53:01.692Z
桃花坞,324998,1787148000000,2026-08-19 22,5.226,336,2026-08-20T14:42:43.646Z
桃花坞,324998,1787151600000,2026-08-19 23,5.228,746,2026-08-20T15:40:28.428Z
桃花坞,324998,1787155200000,2026-08-20 00,5.23,456,2026-08-20T16:42:19.374Z
桃花坞,324998,1787158800000,2026-08-20 01,5.23,0,2026-08-20T16:42:19.374Z
桃花坞,324998,1787165448762,2026-08-20 02,5.292,0,2026-08-20T18:50:38.717Z
桃花坞,324998,1787168234604,2026-08-20 03,5.292,0,2026-08-20T19:37:03.444Z
桃花坞,324998,1787169600000,2026-08-20 04,5.292,1006,2026-08-20T19:37:03.444Z
桃花坞,324998,1787175294052,2026-08-20 05,5.1,0,2026-08-20T21:34:44.696Z
桃花坞,324998,1787178901642,2026-08-20 06,5.1,0,2026-08-20T22:34:52.319Z
桃花坞,324998,1787182370164,2026-08-20 07,5.1,0,2026-08-20T23:32:38.454Z
桃花坞,324998,1787184000000,2026-08-20 08,5.1,0,2026-08-20T23:32:38.454Z
桃花坞,324998,1787190399770,2026-08-20 09,5.1,0,2026-08-21T01:46:30.400Z
桃花坞,324998,1787191200000,2026-08-20 10,5.1,206,2026-08-21T01:46:30.400Z
桃花坞,324998,1787194800000,2026-08-20 11,5.216,108,2026-08-21T03:10:00.109Z
桃花坞,324998,1787198400000,2026-08-20 12,5.208,634,2026-08-21T03:10:00.109Z
桃花坞,324998,1787202000000,2026-08-20 13,5.188,438,2026-08-21T05:39:01.101Z
桃花坞,324998,1787205600000,2026-08-20 14,5.222,46,2026-08-21T06:58:14.067Z
桃花坞,324998,1787209200000,2026-08-20 15,5.254,182,2026-08-21T07:50:12.943Z
桃花坞,324998,1787212800000,2026-08-20 16,5.174,112,2026-08-21T07:50:12.943Z
桃花坞,324998,1787216400000,2026-08-20 17,5.115,239,2026-08-21T09:44:07.016Z
桃花坞,324998,1787220000000,2026-08-20 18,5.15,717,2026-08-21T10:37:20.066Z
桃花坞,324998,1787223600000,2026-08-20 19,5.191,1174,2026-08-21T10:37:20.066Z
桃花坞,324998,1787227200000,2026-08-20 20,5.199,825,2026-08-21T10:37:20.066Z
桃花坞,324998,1787230800000,2026-08-20 21,5.179,136,2026-08-21T13:51:25.515Z
桃花坞,324998,1787234400000,2026-08-20 22,5.182,589,2026-08-21T14:42:13.201Z
桃花坞,324998,1787238000000,2026-08-20 23,5.18,451,2026-08-21T15:40:51.686Z
桃花坞,324998,1787241600000,2026-08-21 00,5.198,217,2026-08-21T16:42:04.764Z
桃花坞,324998,1787245200000,2026-08-21 01,5.061,410,2026-08-21T17:35:43.193Z
桃花坞,324998,1787248800000,2026-08-21 02,5.16,204,2026-08-21T18:47:21.076Z
桃花坞,324998,1787252400000,2026-08-21 03,5.16,0,2026-08-21T18:47:21.076Z
桃花坞,324998,1787256000000,2026-08-21 04,5.16,0,2026-08-21T18:47:21.076Z
桃花坞,324998,1787261498143,2026-08-21 05,5.023,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1787263200000,2026-08-21 06,5.023,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1787266800000,2026-08-21 07,5.023,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1787270400000,2026-08-21 08,5.023,63,2026-08-21T21:31:27.063Z
桃花坞,324998,1787274000000,2026-08-21 09,5.023,20,2026-08-21T21:31:27.063Z
桃花坞,324998,1787277600000,2026-08-21 10,5.023,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1787281200000,2026-08-21 11,5.051,140,2026-08-21T21:31:27.063Z
桃花坞,324998,1787284800000,2026-08-21 12,5.051,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1787288400000,2026-08-21 13,4.953,111,2026-08-21T21:31:27.063Z
桃花坞,324998,1787292000000,2026-08-21 14,4.951,102,2026-08-21T21:31:27.063Z
桃花坞,324998,1787295600000,2026-08-21 15,4.951,0,2026-08-21T21:31:27.063Z
桃花坞,324998,1787299200000,2026-08-21 16,4.937,671,2026-08-21T21:31:27.063Z
